number,flag,text
3006424,0,
3006425,0,
3006426,0,
3006427,0,
3006428,0,
3006429,0,
3006430,0,
3006431,0,
3006432,0,
3006433,0,
3006434,0,
3006435,0,
3006436,0,
3006437,0,
3006438,0,
3006439,0,
3006440,0,
3006441,0,
3006442,0,
3006443,0,
3006444,0,
3006445,0,
3006446,0,
3006447,0,
3006448,0,
3006449,0,
3006450,0,
3006451,0,
3006452,0,
3006453,0,
3006454,0,
3006455,0,
3006456,0,
3006457,0,
3006458,0,
3006459,0,
3006460,0,
3006461,0,
3006462,0,
3006463,0,
3006464,0,
3006465,0,
3006466,0,
3006467,0,
3006468,0,
3006469,0,
3006470,0,
3006471,0,
3006472,0,
3006473,0,
3006474,0,
3006475,0,
3006476,0,
3006477,0,
3006478,0,
3006479,0,
3006480,0,
3006481,0,
3006482,0,
3006483,0,
3006484,0,
3006485,0,
3006486,0,
3006487,0,
3006488,0,
3006489,0,
3006490,0,
3006491,0,
3006492,0,
3006493,0,
3006494,0,
3006495,0,
3006496,0,
3006497,0,
3006498,0,
3006499,0,
3006500,0,
3006501,0,
3006502,0,
3006503,0,
3006504,0,
3006505,0,
3006506,0,
3006507,0,
3006508,0,
3006509,0,
3006510,0,
3006511,0,
3006512,0,
3006513,0,
3006514,0,
3006515,0,
3006516,0,
3006517,0,
3006518,0,
3006519,0,
3006520,0,
3006521,0,
3006522,0,
3006523,0,
3006524,0,
3006525,0,
3006526,0,
3006527,0,
3006528,0,
3006529,0,
3006530,0,
3006531,0,
3006532,0,
3006533,0,
3006534,0,
3006535,0,
3006536,0,
3006537,0,
3006538,0,
3006539,0,
3006540,0,
3006541,0,
3006542,0,
3006543,0,
3006544,0,
3006545,0,
3006546,0,
3006547,0,
3006548,0,
3006549,0,
3006550,0,
3006551,0,
3006552,0,
3006553,0,
3006554,0,
3006555,0,
3006556,0,
3006557,0,
3006558,0,
3006559,0,
3006560,0,
3006561,0,
3006562,0,
3006563,0,
3006564,0,
3006565,0,
3006566,0,
3006567,0,
3006568,0,
3006569,0,
3006570,0,
3006571,0,
3006572,0,
3006573,0,
3006574,0,
3006575,0,
3006576,0,
3006577,0,
3006578,0,
3006579,0,
3006580,0,
3006581,0,
3006582,0,
3006583,0,
3006584,0,
3006585,0,
3006586,0,
3006587,0,
3006588,0,
3006589,0,
3006590,0,
3006591,0,
3006592,0,
3006593,0,
3006594,0,
3006595,0,
3006596,0,
3006597,0,
3006598,0,
3006599,0,
3006600,0,
3006601,0,
3006602,0,
3006603,0,
3006604,0,
3006605,0,
3006606,0,
3006607,0,
3006608,0,
3006609,0,
3006610,0,
3006611,0,
3006612,0,
3006613,0,
3006614,0,
3006615,0,
3006616,0,
3006617,0,
3006618,0,
3006619,0,
3006620,0,
3006621,0,
3006622,0,
3006623,0,
3006624,0,
3006625,0,
3006626,0,
3006627,0,
3006628,0,
3006629,0,
3006630,0,
3006631,0,
3006632,0,
3006633,0,
3006634,0,
3006635,0,
3006636,0,
3006637,0,
3006638,0,
3006639,0,
3006640,0,
3006641,0,
3006642,0,
3006643,0,
3006644,0,
3006645,0,
3006646,0,
3006647,0,
3006648,0,
3006649,0,
3006650,0,
3006651,0,
3006652,0,
3006653,0,
3006654,0,
3006655,0,
3006656,0,
3006657,0,
3006658,0,
3006659,0,
3006660,0,
3006661,0,
3006662,0,
3006663,0,
3006664,0,
3006665,0,
3006666,0,
3006667,0,
3006668,0,
3006669,0,
3006670,0,
3006671,0,
3006672,0,
3006673,0,
3006674,0,
3006675,0,
3006676,0,
3006677,0,
3006678,0,
3006679,0,
3006680,0,
3006681,0,
3006682,0,
3006683,0,
3006684,0,
3006685,0,
3006686,0,
3006687,0,
3006688,0,
3006689,0,
3006690,0,
3006691,0,
3006692,0,
3006693,0,
3006694,0,
3006695,0,
3006696,0,
3006697,0,
3006698,0,
3006699,0,
3006700,0,
3006701,0,
3006702,0,
3006703,0,
3006704,0,
3006705,0,
3006706,0,
3006707,0,
3006708,0,
3006709,0,
3006710,0,
3006711,0,
3006712,0,
3006713,0,
3006714,0,
3006715,0,
3006716,0,
3006717,0,
3006718,0,
3006719,0,
3006720,0,
3006721,0,
3006722,0,
3006723,0,
3006724,0,
3006725,0,
3006726,0,
3006727,0,
3006728,0,
3006729,0,
3006730,0,
3006731,0,
3006732,0,
3006733,0,
3006734,0,
3006735,0,
3006736,0,
3006737,0,
3006738,0,
3006739,0,
3006740,0,
3006741,0,
3006742,0,
3006743,0,
3006744,0,
3006745,0,
3006746,0,
3006747,0,
3006748,0,
3006749,0,
3006750,0,
3006751,0,
3006752,0,
3006753,0,
3006754,0,
3006755,0,
3006756,0,
3006757,0,
3006758,0,
3006759,0,
3006760,0,
3006761,0,
3006762,0,
3006763,0,
3006764,0,
3006765,0,
3006766,0,
3006767,0,
3006768,0,
3006769,0,
3006770,0,
3006771,0,
3006772,0,
3006773,0,
3006774,0,
3006775,0,
3006776,0,
3006777,0,
3006778,0,
3006779,0,
3006780,0,
3006781,0,
3006782,0,
3006783,0,
3006784,0,
3006785,0,
3006786,0,
3006787,0,
3006788,0,
3006789,0,
3006790,0,
3006791,0,
3006792,0,
3006793,0,
3006794,0,
3006795,0,
3006796,0,
3006797,0,
3006798,0,
3006799,0,
3006800,0,
3006801,0,
3006802,0,
3006803,0,
3006804,0,
3006805,0,
3006806,0,
3006807,0,
3006808,0,
3006809,0,
3006810,0,
3006811,0,
3006812,0,
3006813,0,
3006814,0,
3006815,0,
3006816,0,
3006817,0,
3006818,0,
3006819,0,
3006820,0,
3006821,0,
3006822,0,
3006823,0,
3006824,0,
3006825,0,
3006826,0,
3006827,0,
3006828,0,
3006829,0,
3006830,0,
3006831,0,
3006832,0,
3006833,0,
3006834,0,
3006835,0,
3006836,0,
3006837,0,
3006838,0,
3006839,0,
3006840,0,
3006841,0,
3006842,0,
3006843,0,
3006844,0,
3006845,0,
3006846,0,
3006847,0,
3006848,0,
3006849,0,
3006850,0,
3006851,0,
3006852,0,
3006853,0,
3006854,0,
3006855,0,
3006856,0,
3006857,0,
3006858,0,
3006859,0,
3006860,0,
3006861,0,
3006862,0,
3006863,0,
3006864,0,
3006865,0,
3006866,0,
3006867,0,
3006868,0,
3006869,0,
3006870,0,
3006871,0,
3006872,0,
3006873,0,
3006874,0,
3006875,0,
3006876,0,
3006877,0,
3006878,0,
3006879,0,
3006880,0,
3006881,0,
3006882,0,
3006883,0,
3006884,0,
3006885,0,
3006886,0,
3006887,0,
3006888,0,
3006889,0,
3006890,0,
3006891,0,
3006892,0,
3006893,0,
3006894,0,
3006895,0,
3006896,0,
3006897,0,
3006898,0,
3006899,0,
3006900,0,
3006901,0,
3006902,0,
3006903,0,
3006904,0,
3006905,0,
3006906,0,
3006907,0,
3006908,0,
3006909,0,
3006910,0,
3006911,0,
3006912,0,
3006913,0,
3006914,0,
3006915,0,
3006916,0,
3006917,0,
3006918,0,
3006919,0,
3006920,0,
3006921,0,
3006922,0,
3006923,0,
3006924,0,
3006925,0,
3006926,0,
3006927,0,
3006928,0,
3006929,0,
3006930,0,
3006931,0,
3006932,0,
3006933,0,
3006934,0,
3006935,0,
3006936,0,
3006937,0,
3006938,0,
3006939,0,
3006940,0,
3006941,0,
3006942,0,
3006943,0,
3006944,0,
3006945,0,
3006946,0,
3006947,0,
3006948,0,
3006949,0,
3006950,0,
3006951,0,
3006952,0,
3006953,0,
3006954,0,
3006955,0,
3006956,0,
3006957,0,
3006958,0,
3006959,0,
3006960,0,
3006961,0,
3006962,0,
3006963,0,
3006964,0,
3006965,0,
3006966,0,
3006967,0,
3006968,0,
3006969,0,
3006970,0,
3006971,0,
3006972,0,
3006973,0,
3006974,0,
3006975,0,
3006976,0,
3006977,0,
3006978,0,
3006979,0,
3006980,0,
3006981,0,
3006982,0,
3006983,0,
3006984,0,
3006985,0,
3006986,0,
3006987,0,
3006988,0,
3006989,0,
3010000,0,Codex of Wisdom
3010001,0,Context Help
3010002,0,Back
3010003,0,Index
3010004,0,History
3010005,0,Search
3010006,0,Go!
3010007,0,Related Topics
3010008,0,<More>
3010009,0,Require Match to ALL Search Terms
3010010,0,Search Terms:
3010011,0,
3010012,0,
3010013,0,
3010014,0,
3010015,0,
3010016,0,
3010017,0,
3010018,0,
3010019,0,
3010020,0,
3010021,0,
3010022,0,
3010023,0,
3010024,0,
3010025,0,
3010026,0,
3010027,0,
3010028,0,
3010029,0,
3010030,0,Movement
3010031,0,Paperdoll
3010032,0,Help Button
3010033,0,Options Button
3010034,0,Logging Out
3010035,0,Journal
3010036,0,Skills Display
3010037,0,Chat Button
3010038,0,Peace/War Button
3010039,0,Status Button
3010040,0,Equipping
3010041,0,Inventory
3010042,0,Radar Map
3010043,0,Interactive Menus
3010044,0,Speech
3010045,0,Young Status
3010046,0,Young Requirements
3010047,0,Young Benefits
3010048,0,Young Restrictions
3010049,0,Stats
3010050,0,Strength
3010051,0,Hit Points
3010052,0,Intelligence
3010053,0,Mana
3010054,0,Dexterity
3010055,0,Stamina
3010056,0,Combat
3010057,0,Initiating an Attack
3010058,0,Healing
3010059,0,Looting Rights
3010060,0,NPCs
3010061,0,Monsters
3010062,0,Shopkeepers
3010063,0,Vendors
3010064,0,Magic
3010065,0,Spellbooks
3010066,0,Reagents
3010067,0,Banking
3010068,0,Skills
3010069,0,Advancing Skills
3010070,0,Practice Dummies
3010071,0,Skill Locks
3010072,0,Fame
3010073,0,Karma
3010074,0,Power Hour
3010075,0,Public Moongates
3010076,0,
3010077,0,
3010078,0,
3010079,0,
3010080,0,
3010081,0,
3010082,0,
3010083,0,
3010084,0,
3010085,0,
3010086,0,
3010087,0,
3010088,0,
3010089,0,
3010090,0,
3010091,0,
3010092,0,
3010093,0,
3010094,0,
3010095,0,
3010096,0,
3010097,0,
3010098,0,
3010099,0,
3010100,0,"To walk and run in the world of Ultima Online, point the mouse cursor in the direction you want your character to move and hold down the right mouse button.  As the cursor gets further away from your character, you will move faster.<br><br>You can also use a built-in feature, called Pathfinding, that navigates around obstacles to reach a specific location.  Double right-click a location to Pathfind to it."
3010101,0,"The Paperdoll is a special view of your character that allows you to wear (or remove) armor and clothing, as well as arm yourself with a weapon.  There are several ways to display your Paperdoll, including double-clicking your character, selecting the Open Paperdoll <a href=""?14"">menu</a> on your character, or pressing Alt-P.<br><br>Several useful buttons, each described in their own section.  Click Related Topics above to view them all."
3010102,0,"The Help button displays a window that allows you to contact our in-game support for issues like Harassment or getting physically unstuck.  There are also links to our Support Knowledge Base, where players can ask and find answers to game play questions."
3010103,0,"The Options button displays the window for customizing the Ultima Online interface in various ways, such as redefining Hotkeys, changing colors, and controlling sound."
3010104,0,"When you log out, your character stays in the world of Britannia for several minutes.  However, you can log out instantly if you are in a safe location, such as an inn or secure campsite."
3010105,0,The Journal button displays a history of everything you have said and heard in-game recently.
3010106,0,"The Skills button shows a list of skills and your level of expertise in each.  Many of your skill levels are modified by your stats; to see your base skill level, click the Show Real option.  Your effective skill, however, that is used to determine whether you use a skill successfully is the stat-modified value.<br><br>If a skill can be directly used from this list, such as Arms Lore or Detect Hidden, there will be a button next to it. "
3010107,0,This button displays the chat window.  The Ultima Online chat system enables you to talk to other players on your shard who are not near you in-game.
3010108,0,"This button toggles whether or not you are in War Mode.  In War Mode, the button is colored red and enables you to attack your opponents by double-clicking them."
3010109,0,This button displays your character's status bar.  The status bar shows several vital statistics for your character in either numerical or abbreviated format.
3010110,0,"To wear a piece of armor or arm yourself with a weapon, left-click and drag the weapon or armor onto your <a href=""?2"">Paperdoll</a> character and release it.  Be warned that if you are already wearing or wielding a similar piece of equipment, you must remove that piece before you can equip the new armor, weapon or clothing.<br><br>To remove a piece of armor or disarm a weapon, left-click and drag it from your Paperdoll character into your backpack, bank box, or onto the ground.  Remember that other players can take any items you drop onto the ground!"
3010111,0,"Your character will use many different items in their travels, most of which you'll carry in your backpack.  To open your backpack, double-click the backpack picture on your <a href=""?2"">Paperdoll</a>, click the Inventory button on the toolbar, or press Alt-I.<br><br>You can move things into your backpack by left-clicking the item, dragging it over your backpack and releasing it.  Alternatively, you can drag and drop objects directly onto your character in the game and they will be automatically placed in your backpack.  Your backpack has a hard limit on the number of items it can hold, but weight is limited by your character's <a href=""?21"">Strength</a> statistic."
3010112,0,"The Radar Map displays an expanded view of the surrounding terrain and architecture.  To display the Radar Map, click the Map button on the toolbar, or press Alt-R.  The Radar Map has two sizes, toggled by double-clicking the Radar Map itself, or pressing Alt-R again."
3010113,0,"Interactive Menus are dynamic menus available on certain objects in the world, such as <a href=""?31"">NPCs</a>, that list the possible interactions you can have with that object.  To view the Interactive Menu for an object, left-click the object.  If you have altered the default options, you may have to use shift left-click.  When a menu selection is gray, it is not currently available, but selecting it will tell you the reason it is disabled."
3010114,0,"To speak to other players or <a href=""?31"">NPCs</a>, type what you wish to say (your text will appear at the bottom of the screen as you type) and press Enter.  The text will be displayed above your head and can be seen by everyone on screen."
3010115,0,"Players who are new to Ultima Online have an opportunity to play the game as a young character for a length of time.  Young characters are afforded certain benefits that allow them to learn the game more easily, listed in the <a href=""?18"">Young Player Benefits</a> section."
3010116,0,"For your character to receive <a href=""?16"">Young Status</a> and benefits thereof, your account must have less than forty hours of combined playtime.  Additionally, a character automatically loses their <a href=""?16"">Young Status</a> if their skill point total exceeds 450 points."
3010117,0,"Aggressive monsters do not automatically attack you.<br><br>Vendors will buy back most items that you purchased for their full value.<br><br>You are offered special quests if you selected one of the templates during character creation.<br><br>Other players cannot attack or steal from you.<br><br>Poisoned weapons do not poison you.<br><br>You can use level zero treasure maps.<br><br>Other players cannot loot the corpses of monsters you have slain.<br><br>When you die, you are teleported to the nearest healer, and retain all your possessions."
3010118,0,You cannot poison others with poisoned weapons.<br><br>You cannot join a faction.
3010119,0,"Your stats are the physical and mental attributes of your character, each of which affects other sub-characteristics of your character.  Stats increase automatically based on the skills you use, up to a maximum of 100 in any single stat, and no more than 225 in total stat points.  If you have reached the 225 stat maximum, and one of your stats increases, one of the other two stats is randomly lowered to make room."
3010120,0,"Strength is the physical essence of your character.<br><br>Your <a href=""?22"">Hit Points</a> are determined by your Strength.<br><br>Your maximum carry capacity in stones is calculated by: (Strength * 7) / 2) + 40.<br><br>You receive a melee percentage damage bonus of: Strength / 5."
3010121,0,"Hit Points are a numerical measure of your ability to survive damage.  The more Hit Points you have, the tougher you are.  If your Hit Points ever go below zero, you will die.<br><br>Your Hit Points are calculated by: (Strength / 2) + 50.  Magical bonuses to your Strength add directly to your Hit Points at a ratio of 1 to 1."
3010122,0,"Intelligence is the mental capacity of your character.<br><br>Your <a href=""?24"">Mana</a> is determined by your Intelligence.<br><br>Your Intelligence affects the rate at which your <a href=""?24"">Mana</a> is regained."
3010123,0,"Your Mana is the energy that allows you to cast <a href=""?35"">Magic</a>.  After expending Mana to cast a spell, it slowly recovers at a rate described in the Meditation skill section.  Your maximum Mana is the same as your <a href=""?23"">Intelligence</a> statistic."
3010124,0,"Dexterity is your hand-to-eye coordination and reflexes.<br><br><a href=""?26"">Stamina</a> is determined by your Dexterity."
3010125,0,"Your Stamina determines how fast you can swing a weapon.  The more Stamina you have, the faster you'll swing.  Your maximum Stamina is the same as your <a href=""?25"">Dexterity</a> statistic.  Several factors reduce your Stamina, including: taking damage, running, and special wrestling moves.<br><br>When you are in a non-consensual PVP area, pushing through players and monsters reduces your Stamina by 10, and you cannot push through unless you are at maximum Stamina."
3010126,0,"In your travels throughout UO, you will eventually find yourself locked in combat with an enemy, be it monster or player.  Weapons, <a href=""?35"">Magic</a>, and allies can all be used to slay your foe, and should be, for a fight persists until someone runs away, someone dies, or all combatants voluntarily cease fighting."
3010127,0,"To attack an enemy, you must first enter War Mode by clicking the War/Peace button on your <a href=""?2"">Paperdoll</a> (it will read 'Peace', since you are currently in Peace mode).  Once clicked, the button turns red, the text changes to War, and your character enters a fighting stance.  Double-clicking an enemy while in War Mode initiates an attack and places you in combat with them.<br><br>To leave War Mode, click the War button or press Tab.  Leaving War Mode ceases your attack.  Be careful, for it is unlikely your opponent will stop attacking you.<br><br>When you are first attacked, even while not in War Mode, you will automatically defend yourself."
3010128,0,"When you take damage from weapon or <a href=""?35"">Magic</a>, your <a href=""?22"">Hit Points</a> are lowered.  You can raise them through being healed, unless they go below zero, in which case you will die.  You are considered to be in full health when your Hit Points are at their maximum, and you should try to maintain this state whenever possible.<br><br>You can heal with bandages by double-clicking a bandage (or stack of bandages) and targeting yourself.  This method is best suited for warriors, as it uses the Healing and Anatomy skills to determine your success.  Applying a bandage takes several seconds, and each time you take damage during that time reduces your effectiveness, so take care to run away from combat until the bandaging is complete.<br><br>Those skilled in Magery will most likely find the healing spells In Mani and In Vas Mani much more to their liking.<br><br>Those inclined in the way of the Paladin, may also use their <a href=""?100"">Close Wounds</a> ability to heal themselves.<br><br>Should you find yourself wounded and completely without skill in the healing arts, another player can heal you at least as well as, and often better than, they could heal themselves...if asked politely. If you are <a href=""?16"">Young</a>, a wandering <a href=""?31"">NPC</a> healer will cast spells to heal you when you approach."
3010129,0,"When an enemy is slain, not just anyone can loot treasure from the corpse.  The right to loot is determined by the amount of damage done, with substantial weight added for those who struck the initial and killing blow.  In non-consensual PVP areas, you are allowed to loot corpses without proper rights, but doing so will flag you as a criminal and is extremely likely to paint a target on your chest."
3010130,0,"Non-Player Characters, or NPCs, are living creatures controlled by the game engine.  They may react to your actions depending on the who, where, when and how of the situation.  The three main types of NPCs are: <a href=""?32"">Monsters</a>, <a href=""?33"">Shopkeepers</a>, and <a href=""?34"">Vendors</a>."
3010131,0,"Monsters are the ever-present inhabitants of Britannia.  Most of them are terribly aggressive, and attack on sight.  A much smaller group tries to live in peace, signified by the blue coloring of their name.  Should you decide to bring your wrath upon these peace-loving denizens, your karma will eventually be lowered until you are recognized and attacked without provocation by even them.  You can gain good standing again by slaying exclusively those monsters aggressive to everyone."
3010132,0,"Shopkeepers buy and sell goods.  They only buy that which they sell, and their stores automatically restock several times each hour, increasing to even larger amounts when completely bought out.  To interact with a shopkeeper, left-click them to display their interactive menu, and select either Buy or Sell.  If they are near enough to their shop, an appropriate menu pops up and business commences!"
